© 2000-2024 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
G alpha (q) signalling events	-0E00	4.6E-02	-1.414	F2RL3,GNB4,GPR4,GRK2,LPAR1,PIK3R3,RGS3,SAA1	
G alpha (s) signalling events	-0E00	5.52E-02	-0.707	ADCY3,GNAI2,GNB4,GPR27,GRK2,PDE4A,PDE4D,PDE7A	
G alpha (z) signalling events	-0E00	6.25E-02	NaN	ADCY3,GNAI2,GNB4	
Transport of bile salts and organic acids, metal ions and amine compounds	-0E00	3.61E-02	NaN	SLC16A7,SLC22A4,SLC30A5	
Transport of inorganic cations/anions and amino acids/oligopeptides	-0E00	1.92E-02	NaN	SLC15A3,SLC17A5	
Transport of vitamins, nucleosides, and related molecules	-0E00	2.44E-02	NaN	SLC35D2	
Sphingolipid metabolism	-0E00	4.6E-02	-1.000	ALDH3B1,KDSR,OSBP,SPTSSA	
Vasopressin regulates renal water homeostasis via Aquaporins	-0E00	6.98E-02	NaN	ADCY3,GNB4,PRKACA	
Smooth Muscle Contraction	-0E00	4.65E-02	NaN	ACTA2,MYL6B	
Cell junction organization	-0E00	4.35E-02	-1.000	CTNNB1,ITGA6,PRKCI,TESK1	
Other interleukin signaling	-0E00	4.17E-02	NaN	STX4	
Activation of kainate receptors upon glutamate binding	-0E00	3.33E-02	NaN	GNB4	
O-linked glycosylation	-0E00	2.7E-02	NaN	ADAMTS9,C1GALT1,GALNT3	
Miscellaneous transport and binding events	-0E00	3.85E-02	NaN	MRS2	
Signaling by Retinoic Acid	-0E00	4.55E-02	NaN	DHRS9,RXRA	
Cardiac conduction	-0E00	4.62E-02	1.000	AHCYL1,AKAP9,CACNB1,KCNH2,PRKACA,SCN1B	
Activated PKN1 stimulates transcription of AR regulated genes KLK2 and KLK3	-0E00	3.57E-02	NaN	PKN1	
TNFs bind their physiological receptors	-0E00	3.45E-02	NaN	FASLG	
Surfactant metabolism	-0E00	4.35E-02	NaN	CCDC59	
rRNA processing	-0E00	3.12E-02	NaN	MT-TG	
Neurexins and neuroligins	-0E00	5.26E-02	NaN	APBA2,DLGAP4,HOMER3	
Keratinization	-0E00	4.67E-03	NaN	KRT23	
Mitotic Telophase/Cytokinesis	-0E00	6.67E-02	NaN	KIF23	
Eukaryotic Translation Termination	-0E00	5.32E-02	-2.236	RPL22L1,RPL26L1,RPS19,RPS27L,TRMT112	
Platelet Adhesion to exposed collagen	-0E00	6.67E-02	NaN	FCER1G	
Carboxyterminal post-translational modifications of tubulin	-0E00	6.67E-02	NaN	AGBL3,TTL,TUBA1B	
Triglyceride metabolism	-0E00	2.94E-02	NaN	PRKACA	
Signaling by NOTCH3	-0E00	2E-02	NaN	WWP2	
Peroxisomal protein import	-0E00	6.35E-02	0.000	ACAA1,AGPS,EPHX2,UBE2D2	
Class I peroxisomal membrane protein import	-0E00	5E-02	NaN	PXMP2	
Assembly and cell surface presentation of NMDA receptors	-0E00	2.33E-02	NaN	TUBA1B	
EGR2 and SOX10-mediated initiation of Schwann cell myelination	-0E00	6.9E-02	NaN	EGR2,SMARCA4	
Response of EIF2AK4 (GCN2) to amino acid deficiency	-0E00	5.83E-02	-1.633	ATF2,RPL22L1,RPL26L1,RPS19,RPS27L,TRIB3	
Sensory processing of sound by inner hair cells of the cochlea	-0E00	5.8E-02	-1.000	CAPZA2,CLIC5,TPRN,TRIOBP	
Sensory processing of sound by outer hair cells of the cochlea	-0E00	5.45E-02	NaN	CLIC5,TPRN,TRIOBP	
Sensory perception of taste	-0E00	2.13E-02	NaN	SCN1B	
Expression and translocation of olfactory receptors	-0E00	2.51E-03	NaN	OR2W3	
Amyloid fiber formation	-0E00	2.74E-02	NaN	FGA,SAA1	
GABA receptor activation	-0E00	5E-02	NaN	ADCY3,GNAI2,GNB4	
Formation of paraxial mesoderm	-0E00	4.35E-02	NaN	CTNNB1	
Formation of axial mesoderm	-0E00	7.14E-02	NaN	CTNNB1	
Ion channel transport	-0E00	3.83E-02	-1.134	ATP6V0E1,ATP6V1B2,C8orf44-SGK3/SGK3,MLKL,RAF1,RIPK1,TRPM7	
Formation of definitive endoderm	-0E00	5.56E-02	NaN	CTNNB1	
Hepatic Fibrosis / Hepatic Stellate Cell Activation	-0E00	5.67E-02	NaN	ACTA2,BAX,CCL2,CXCL9,FASLG,IL1R1,MYL6B,NFKB2,RELA,TGFB2,VEGFC	
FXR/RXR Activation	-0E00	5.35E-02	1.265	AKT1,APOB,CASP8,FASLG,HMOX1,NFKB2,NR1H3,RXRA,TGFB2,TXNIP	
BBSome Signaling Pathway	-0E00	5.73E-02	-0.200	ADGRE1,C3AR1,CCDC66,CCR4,CCT6A,CCT7,CCT8,CUL3,DVL3,EZH2,F2RL3,GPR141,GPR27,GPR4,IFT57,IFT74,IFT80,IFT88,LPAR1,MAPK14,PCGF6,PHF19,PJA2,PRKACA,RAB5C,RAB8A,STAT3,TCP1	
WNT/SHH Axonal Guidance Signaling Pathway	-0E00	6.04E-02	-1.667	ADCY3,CTNNB1,FGR,HCK,PIK3R3,PIK3R5,PRKACA,PRKCI,YWHAG	
Role of NFAT in Regulation of the Immune Response	-0E00	3.38E-02	-1.961	AKT1,ATF2,CHUK,CSNK1A1,CSNK1D,CSNK1G1,CSNK1G3,FCER1G,GNAI2,GNB4,GRB2,GSK3A,IGKV3-20,IPO5,KPNA3,KPNA5,KPNB1,LAT,LCP2,MAP2K2,MAPK3,NFKB2,NFKBIE,NRAS,PIK3R3,PIK3R5,RAF1,RAP1A,RCAN1,RCAN3,RELA,SOS2,SYK,TRBV7-4,XPO1	
FcγRIIB Signaling in B Lymphocytes	-0E00	1.88E-02	-2.121	AKT1,CACNB1,GRB2,IGKV3-20,NRAS,PIK3R3,PIK3R5,RAP1A,SHC1,SYK	
CCR5 Signaling in Macrophages	-0E00	1.8E-02	-2.000	CACNB1,CCL4,FASLG,FCER1G,GNAI2,GNB4,MAPK14,PRKCI,TRBV7-4	
Calcium-induced T Lymphocyte Apoptosis	-0E00	6.52E-03	NaN	FCER1G,PRKCI,TRBV7-4	
Cytotoxic T Lymphocyte-mediated Apoptosis of Target Cells	-0E00	2.12E-02	-1.134	APAF1,CASP7,CASP8,CYC1,CYCS,FADD,FASLG,FCER1G,TRBV7-4	
Airway Pathology in Chronic Obstructive Pulmonary Disease	-0E00	5.08E-02	NaN	CCL2,FASLG,LCN2,ORM1,ORM2,TGFB2	
CTLA4 Signaling in Cytotoxic T Lymphocytes	-0E00	4.77E-02	0.378	AKT1,AP1M1,AP2A2,CLTB,FCER1G,FGR,GRB2,GSK3A,HCK,HMOX1,LAT,LCP2,MAPK14,MAPK3,NFKB2,NRAS,PIK3R3,PIK3R5,PPP2CA,PPP2R2A,PPP2R2D,PPP2R5D,PPP2R5E,PTPN11,RAP1A,TGFB2,TRBV7-4,VAV1,VAV3	
T Helper Cell Differentiation	-0E00	6.37E-03	NaN	FCER1G,STAT3,TRBV7-4	
CD28 Signaling in T Helper Cells	-0E00	3.68E-02	-2.000	AKT1,ARPC5L,CDC42,CHUK,FCER1G,GRB2,LAT,LCP2,MAP2K2,NFKB2,NFKBIE,PIK3R3,PIK3R5,PTPN11,PTPN6,RELA,SYK,TRBV7-4,VAV1	
IL-15 Signaling	-0E00	3.8E-02	-3.900	AKT1,IGKV3-20,JAK3,MAP2K2,MAPK14,MAPK3,MLST8,NFKB2,NRAS,PIK3R3,PIK3R5,RAF1,RAP1A,RELA,RPS6KB2,SHC1,STAT3,STAT5A,STAT5B,SYK	
Dendritic Cell Maturation	-0E00	2.52E-02	-2.496	AKT1,ATF2,CHUK,CREB3,FCER1G,MAPK14,MAPK3,NFKB2,NFKBIE,PDIA3,PIK3R3,PIK3R5,PLCD3,RELA,TRBV7-4	
Cellular Effects of Sildenafil (Viagra)	-0E00	5.67E-02	-1.761	ACTA2,ADCY3,ADGRE1,AKT1,ATF2,C3AR1,CACNB1,CASP8,CCR4,CREB3,CRP,F2RL3,FADD,FASLG,GNAI2,GNB4,GPR141,GPR27,GPR4,KCNH2,LPAR1,MAPK14,MAPK3,MYL6B,NFKB2,PIK3R3,PIK3R5,PPP1R10,PPP1R14A,PPP1R14B,PPP2CA,PPP2R2A,PPP2R2D,PPP2R5D,PPP2R5E,PRKACA,SMAD5,TGFB2,VEGFC	
Factors Promoting Cardiogenesis in Vertebrates	-0E00	5.88E-02	-0.333	ATF2,CREB3,CTNNB1,MAPK14,PDIA3,PLCD3,PRKCI,SMAD5,TGFB2	
ICOS-ICOSL Signaling in T Helper Cells	-0E00	2.76E-02	-2.714	AKT1,CHUK,FCER1G,GRB2,LAT,LCP2,NFKB2,NFKBIE,PIK3R3,PIK3R5,RELA,SHC1,TRBV7-4,VAV1	
Lipid Antigen Presentation by CD1	-0E00	9.64E-03	1.000	AP2A2,FCER1G,PDIA3,TRBV7-4	
CREB Signaling in Neurons	-0E00	5.6E-02	-1.095	ADCY3,ADGRE1,AKT1,ATF2,C3AR1,CACNB1,CCR4,CREB3,F2RL3,GNAI2,GNB4,GPR141,GPR27,GPR4,GRB2,LPAR1,MAP2K2,MAPK3,NRAS,PDIA3,PIK3R3,PIK3R5,PLCD3,POLR2C,POLR2F,PRKACA,PRKCI,RAF1,RAP1A,RPS6KA1,SHC1,SOS2,TGFB2,TNFRSF11A	
Type I Diabetes Mellitus Signaling	-0E00	3.73E-02	-2.500	APAF1,CASP8,CHUK,CYC1,CYCS,FADD,FASLG,FCER1G,HSPD1,IL1R1,MAPK14,NFKB2,NFKBIE,PIAS1,RELA,RIPK1,SOCS4,TRADD,TRBV7-4	
Basal Cell Carcinoma Signaling	-0E00	2.78E-02	NaN	CTNNB1,DVL3	
Primary Immunodeficiency Signaling	-0E00	6.56E-02	NaN	ADA,JAK3,RFXANK,TAP1	
Allograft Rejection Signaling	-0E00	6.15E-03	NaN	FASLG,FCER1G,TRBV7-4	
Autoimmune Thyroid Disease Signaling	-0E00	6.54E-03	NaN	FASLG,FCER1G,TRBV7-4	
Graft-versus-Host Disease Signaling	-0E00	6.73E-03	NaN	FASLG,FCER1G,TRBV7-4	
p70S6K Signaling	-0E00	4.15E-02	-1.342	AKT1,F2RL3,GNAI2,GRB2,IGKV3-20,MAP2K2,MAPK3,NRAS,PDIA3,PIK3R3,PIK3R5,PLCD3,PPP2CA,PPP2R2A,PPP2R2D,PPP2R5D,PPP2R5E,PRKCI,RAF1,RAP1A,SHC1,SOS2,SYK,YWHAG	
G Protein Signaling Mediated by Tubby	-0E00	2.14E-02	-0.632	ABL1,FCER1G,GNAI2,GNB4,GRB2,LAT,LCP2,TRBV7-4,VAV1,VAV3	
Communication between Innate and Adaptive Immune Cells	-0E00	5.36E-03	NaN	CCL4,CXCL10,FCER1G,IGKV3-20,TRBV7-4	
Crosstalk between Dendritic Cells and Natural Killer Cells	-0E00	5.49E-02	-2.000	ACTA2,FASLG,MICB,NFKB2,RELA	
Systemic Lupus Erythematosus Signaling	-0E00	2.63E-02	NaN	AKT1,CD2BP2,CREM,FCER1G,GRB2,IGKV3-20,LAT,LSM4,LSM5,LSM7,MAPK3,NRAS,PIK3R3,PIK3R5,PRPF4,PTPN6,RAP1A,RNU4-1,SART1,SF3B4,SNRNP48,SNRPB,SNRPD2,SNRPE,SNRPN,SOS2,TRBV7-4,TXNL4A	
CDC42 Signaling	-0E00	3.47E-02	-1.387	ARPC5L,ATF2,CDC42,CLIP1,EXOC3,EXOC6B,EXOC7,EXOC8,FCER1G,IQGAP3,ITGA6,LIMK1,MAP3K11,MAPK14,MYL6B,PRKCI,RAF1,TRBV7-4,VAV1,WASL	
FAK Signaling	-0E00	3.77E-02	-1.121	ADGRE1,AKT1,ARPC5L,C3AR1,CCR4,CRK,CTNNB1,ELF2,F2RL3,FCER1G,GIT2,GPR141,GPR27,GPR4,GRB2,GSK3A,IL1R1,ITGA6,LPAR1,MAP2K2,MAP2K5,MAPK14,MAPK3,NEDD9,NFKB2,NRAS,PIK3R3,PIK3R5,RAF1,RAP1A,RB1CC1,SH3GL1,SOCS4,SOS2,SP1,TGFB2,TRBV7-4,USF1,WASL	
Phospholipase C Signaling	-0E00	3.12E-02	-2.502	ADCY3,ARHGEF11,ARHGEF2,ATF2,CDC42,CREB3,FCER1G,GNB4,GRB2,HDAC4,HDAC7,HMOX1,IGKV3-20,ITGA6,LAT,LCP2,MAP2K2,MAPK3,MYL6B,NFKB2,NRAS,PLCD3,PPP1R14A,PRKCI,RAF1,RAP1A,RAPGEF3,RELA,RHOB,RHOQ,RHOT1,SHC1,SOS2,SYK,TRBV7-4	
Altered T Cell and B Cell Signaling in Rheumatoid Arthritis	-0E00	8.53E-03	NaN	CHUK,FASLG,FCER1G,IGKV3-20,NFKB2,RELA,TRAF3,TRBV7-4	
B Cell Development	-0E00	2.05E-03	NaN	IGKV3-20	
Neuroprotective Role of THOP1 in Alzheimer's Disease	-0E00	1.64E-02	NaN	PRKACA,PRSS57	
Regulation of IL-2 Expression in Activated and Anergic T Lymphocytes	-0E00	3.68E-02	-1.213	CHUK,FCER1G,GRB2,LAT,MAP2K2,MAPK3,NFKB2,NFKBIE,NRAS,RAF1,RAP1A,RELA,SOS2,TGFB2,TRBV7-4,VAV1,VAV3	
NUR77 Signaling in T Lymphocytes	-0E00	2.53E-02	-0.577	APAF1,CYCS,ESRRA,FASLG,FCER1G,HDAC7,MAP2K2,MAP2K5,MAP3K3,MAPK3,PRKCI,RXRA,TRBV7-4	
PKCθ Signaling in T Lymphocytes	-0E00	3.58E-02	-1.886	CACNB1,CHUK,FCER1G,GRB2,LAT,LCP2,MAP3K11,MAP3K3,MAPK3,NFKB2,NFKBIE,NRAS,PIK3R3,PIK3R5,RAP1A,RELA,SOS2,TRBV7-4,VAV1,VAV3	
Role of Lipids/Lipid Rafts in the Pathogenesis of Influenza	-0E00	4.35E-02	NaN	FDPS	
Antiproliferative Role of TOB in T Cell Signaling	-0E00	2.11E-02	1.890	CCNE1,CCNE2,CUL1,FCER1G,RPS6KA1,SKP1,SKP2,TGFB2,TRBV7-4	
OX40 Signaling Pathway	-0E00	1.26E-02	-0.447	FCER1G,NFKB2,NFKBIE,RELA,TRAF3,TRBV7-4	
PI3K Signaling in B Lymphocytes	-0E00	3.74E-02	-2.837	ABL1,AKT1,ATF2,ATF5,C3,CHUK,IGKV3-20,MAP2K2,MAPK3,NFKB2,NFKBIE,NRAS,PDIA3,PIK3AP1,PLCD3,PRKCI,RAF1,RAP1A,RELA,SYK,VAV1,VAV3	
Inhibition of Angiogenesis by TSP1	-0E00	5.88E-02	NaN	AKT1,MAPK14	
Intrinsic Prothrombin Activation Pathway	-0E00	4.76E-02	NaN	FGA,FGG	
Hematopoiesis from Pluripotent Stem Cells	-0E00	6.71E-03	NaN	FCER1G,KITLG,TRBV7-4	
nNOS Signaling in Neurons	-0E00	2.13E-02	NaN	PRKCI	
nNOS Signaling in Skeletal Muscle Cells	-0E00	2.08E-02	NaN	CACNB1	
Heparan Sulfate Biosynthesis	-0E00	3.3E-02	NaN	AARS1,B3GAT1,HS2ST1	
Retinoate Biosynthesis I	-0E00	4.65E-02	NaN	ADH1B,DHRS9	
Dopamine Degradation	-0E00	6.25E-02	NaN	ALDH3B1,ALDH4A1	
Chondroitin Sulfate Degradation (Metazoa)	-0E00	6.25E-02	NaN	CEMIP	
Heparan Sulfate Biosynthesis (Late Stages)	-0E00	2.38E-02	NaN	AARS1,HS2ST1	
Glutaryl-CoA Degradation	-0E00	6.25E-02	NaN	ACAT1	
CDP-diacylglycerol Biosynthesis I	-0E00	7.14E-02	NaN	LCLAT1,MBOAT2	
The Visual Cycle	-0E00	4.17E-02	NaN	DHRS9	
Triacylglycerol Degradation	-0E00	3.33E-02	NaN	AARS1,PLB1	
Leukotriene Biosynthesis	-0E00	7.14E-02	NaN	ALOX5	
Chondroitin Sulfate Biosynthesis	-0E00	3.28E-02	NaN	B3GAT1,HS2ST1	
Dermatan Sulfate Biosynthesis	-0E00	3.17E-02	NaN	B3GAT1,HS2ST1	
Dermatan Sulfate Biosynthesis (Late Stages)	-0E00	2E-02	NaN	HS2ST1	
Dermatan Sulfate Degradation (Metazoa)	-0E00	5.88E-02	NaN	CEMIP	
Superpathway of D-myo-inositol (1,4,5)-trisphosphate Metabolism	-0E00	4.55E-02	NaN	INPP1	
Serotonin Degradation	-0E00	6.85E-02	-2.236	ADH1B,AKR1A1,ALDH3B1,ALDH4A1,DHRS9	
D-myo-inositol (1,4,5)-trisphosphate Degradation	-0E00	6.25E-02	NaN	INPP1	
Retinol Biosynthesis	-0E00	4.08E-02	NaN	DHRS9,PLB1	
Tryptophan Degradation III (Eukaryotic)	-0E00	4.35E-02	NaN	ACAT1	
Triacylglycerol Biosynthesis	-0E00	5.36E-02	NaN	LCLAT1,MBOAT2,PLPP5	
Methylglyoxal Degradation III	-0E00	6.45E-02	NaN	AKR1A1,PTGR3	
Chondroitin Sulfate Biosynthesis (Late Stages)	-0E00	1.89E-02	NaN	HS2ST1	
Histidine Degradation VI	-0E00	4.35E-02	NaN	HAL	
Stearate Biosynthesis I (Animals)	-0E00	2.82E-02	NaN	DHCR24,PTGR3	
Acetone Degradation I (to Methylglyoxal)	-0E00	2.38E-02	NaN	PTGR3	
Oxidative Ethanol Degradation III	-0E00	3.57E-02	NaN	ALDH3B1,ALDH4A1	
Agranulocyte Adhesion and Diapedesis	-0E00	5.24E-02	NaN	ACTA2,CCL2,CCL4,CCR4,CXCL10,CXCL2,CXCL9,GNAI2,IL1R1,MYL6B,PODXL	
Granulocyte Adhesion and Diapedesis	-0E00	4.76E-02	NaN	CCL2,CCL4,CCR4,CXCL10,CXCL2,CXCL9,GNAI2,IL1R1,SDC3	
Role of p14/p19ARF in Tumor Suppression	-0E00	6.67E-02	NaN	PIK3R3,PIK3R5	
TEC Kinase Signaling	-0E00	4.33E-02	-2.982	ACTA2,CDC42,FADD,FASLG,FCER1G,FGR,GNAI2,GNB4,HCK,ITGA6,JAK3,NFKB2,PIK3R3,PIK3R5,PRKCI,RELA,RHOB,RHOQ,RHOT1,STAT3,STAT5A,STAT5B,TRBV7-4,VAV1,VAV3	
PCP (Planar Cell Polarity) Pathway	-0E00	5E-02	NaN	ATF2,DVL3,VANGL1	
SAPK/JNK Signaling	-0E00	3.98E-02	-1.414	ATF2,CDC42,CRK,FADD,FCER1G,GADD45A,GNB4,GRB2,MAP3K11,MAP3K3,MAP4K5,NRAS,PIK3R3,PIK3R5,RAP1A,RIPK1,SHC1,SOS2,TRADD,TRBV7-4	
GABA Receptor Signaling	-0E00	4.55E-02	NaN	ADCY3,AP2A2,CACNB1,GNAI2,GNB4,KCNH2	
IL-4 Signaling	-0E00	3.99E-02	-1.460	AKT1,ATF2,CREB3,EIF4EBP1,FCER1G,GNAI2,GRB2,JAK3,MAPK14,MAPK3,MLST8,NFKB2,NRAS,PIK3R3,PIK3R5,PTPN6,RAP1A,RPS6KA1,RPS6KB2,SOS2,STAT3,TGFB2,TRBV7-4	
B Cell Receptor Signaling	-0E00	4.89E-02	-2.921	ABL1,AKT1,ATF2,CDC42,CHUK,CREB3,GRB2,GSK3A,IGKV3-20,MAP2K2,MAP3K11,MAP3K3,MAPK14,MAPK3,NFKB2,NFKBIE,NRAS,PIK3AP1,PIK3R3,PIK3R5,PTPN11,PTPN6,RAF1,RAP1A,RELA,RPS6KB2,SHC1,SOS2,SYK,VAV1,VAV3	
Phototransduction Pathway	-0E00	3.7E-02	NaN	PRKACA,RGS9	
Glutamate Receptor Signaling	-0E00	3.03E-02	NaN	GNB4,HOMER3	
NF-κB Signaling	-0E00	4.38E-02	-2.449	AKT1,BRAF,CASP8,CHUK,CSNK2A2,CSNK2B,FADD,FCER1G,IL1R1,MAP3K3,NFKB2,NFKBIE,NRAS,PIK3R3,PIK3R5,PRKACA,RAF1,RAP1A,RELA,RIPK1,TBK1,TNFRSF11A,TRADD,TRAF3,TRBV7-4	
T Cell Receptor Signaling	-0E00	4.71E-02	-0.928	AKT1,ATF2,CHUK,CTNNB1,DUSP5,FCER1G,GRB2,GSK3A,LAT,LCP2,MAP2K2,MAPK14,MAPK3,MLST8,NFKB2,NFKBIE,NRAS,PIK3R3,PIK3R5,PTPN11,PTPN6,PTPN7,RAF1,RAP1A,RELA,SOS2,TRBV7-4,VAV1,VAV3	
GPCR-Mediated Integration of Enteroendocrine Signaling Exemplified by an L Cell	-0E00	6.67E-02	0.447	ADCY3,GNAI2,PDIA3,PLCD3,PRKACA	
GPCR-Mediated Nutrient Sensing in Enteroendocrine Cells	-0E00	5.93E-02	0.378	ADCY3,CACNB1,GNAI2,PDIA3,PLCD3,PRKACA,PRKCI	
Gustation Pathway	-0E00	2.46E-02	1.342	ADCY3,CACNB1,KCNH2,PRKACA,SCN1B	
Phagosome Formation	-0E00	6.03E-02	-2.469	ADGRE1,AKT1,AP1M1,ARPC5L,C3,C3AR1,CCR4,CDC42,CLIP1,ELMO2,F2RL3,FCER1G,FGR,GPR141,GPR27,GPR4,GRB2,HCK,HMOX1,ITGA6,LAT,LIMK1,LPAR1,MAP2K2,MAP2K5,MAPK3,MYL6B,NRAS,PIK3R3,PIK3R5,PLAAT4,PLB1,PRKCI,RAF1,RAP1A,RAPGEF3,RPS6KB2,SOS2,SYK,VAV1,VAV3,WASL	
Th1 and Th2 Activation Pathway	-0E00	5.81E-02	NaN	CCR4,GRB2,HAVCR2,JAK3,PIK3R3,PIK3R5,STAT3,STAT5A,STAT5B,VAV1	
Th1 Pathway	-0E00	5.74E-02	-2.646	GRB2,HAVCR2,JAK3,PIK3R3,PIK3R5,STAT3,VAV1	
Th2 Pathway	-0E00	5.84E-02	-2.121	CCR4,GRB2,JAK3,PIK3R3,PIK3R5,STAT5A,STAT5B,VAV1	
Th17 Activation Pathway	-0E00	1.45E-02	-1.633	FCER1G,IL1R1,JAK3,NFKB2,RELA,STAT3,TRBV7-4	
Endocannabinoid Neuronal Synapse Pathway	-0E00	6.04E-02	-0.707	ADCY3,CACNB1,GNAI2,GNB4,MAPK14,MAPK3,PDIA3,PLCD3,PRKACA	
Apelin Liver Signaling Pathway	-0E00	5E-02	NaN	GSK3A	
Apelin Adipocyte Signaling Pathway	-0E00	6.59E-02	-1.342	ADCY3,GNAI2,MAPK14,MAPK3,NCF1,PRKACA	
Apelin Muscle Signaling Pathway	-0E00	6.25E-02	NaN	AKT1,GNAI2,GNB4	
T Cell Exhaustion Signaling Pathway	-0E00	3.17E-02	-1.155	AKT1,FCER1G,HAVCR2,JAK3,MAPK3,NRAS,PIK3R3,PIK3R5,PPP2CA,PPP2R2A,PPP2R2D,PPP2R5D,PPP2R5E,PTPN11,PTPN6,RAP1A,STAT3,TRBV7-4	
Systemic Lupus Erythematosus in T Cell Signaling Pathway	-0E00	5.91E-02	-1.183	AKT1,ATF2,CASP10,CASP5,CASP7,CASP8,CDC42,CREB3,CREM,FASLG,FCER1G,GADD45A,GNAI2,GRB2,LAT,MAP2K2,MAP2K5,MAPK3,MLST8,NRAS,PIK3R3,PIK3R5,PPP2CA,PPP2R2A,PPP2R2D,PPP2R5D,PPP2R5E,RAP1A,RHOB,RHOQ,RHOT1,RPS6KB2,SOS2,SP1,STAT3,SYK,TRBV7-4,VAV1	
Systemic Lupus Erythematosus in B Cell Signaling Pathway	-0E00	4.29E-02	-2.556	AKT1,CTNNB1,FASLG,FGR,GRB2,HCK,IGKV3-20,LILRB4,MAP2K2,MAPK3,NFKB2,NRAS,PIK3AP1,PIK3R3,PIK3R5,PLAAT4,PRKCI,PTPN11,PTPN6,RAF1,RAP1A,RELA,SHC1,SOS2,STAT3,SYK,TBK1,TGFB2,TICAM1,TRAF3,VAV1	
White Adipose Tissue Browning Pathway	-0E00	6.52E-02	-0.333	ADCY3,ATF2,CACNB1,CAMKK2,CREB3,FCER1G,MAPK14,PRKACA,RXRA	
Xenobiotic Metabolism PXR Signaling Pathway	-0E00	6.67E-02	-1.387	ALDH3B1,ALDH4A1,CITED2,DNAJC7,HS2ST1,MED1,PPP1R10,PPP1R14A,PPP1R14B,PRKACA,PRKCI,RXRA,SCAND1	
Regulation of the Epithelial Mesenchymal Transition in Development Pathway	-0E00	4.6E-02	-2.000	CTNNB1,DVL3,NFKB2,RELA	
Calcium Signaling	-0E00	5.91E-02	-0.378	ACTA2,ATF2,CACNB1,CAMKK2,CREB3,HDAC4,HDAC7,MAPK3,MYL6B,PRKACA,RAP1A,RCAN1,RCAN3	
