© 2000-2024 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
Extracellular matrix organization	8.41E-01	1.04E-01	0.905	APP,CEACAM1,CEACAM6,CEACAM8,FN1,ITGA2,ITGB1,ITGB5,PDGFA,PTPRS,TGFB1	
RNA polymerase II transcribes snRNA genes	8.38E-01	1.08E-01	-2.333	ELL,ELL2,GTF2E2,INTS2,POLR2J,POLR2K,POLR2L,RNU5B-1,SNAPC5	
Collagen degradation	8.23E-01	1.15E-01	-1.134	ADAM10,ADAM9,COL17A1,CTSL,ELANE,MMP8,MMP9	
Assembly of RNA Polymerase II Complex	8.21E-01	1.2E-01	-2.449	GTF2E2,POLR2J,POLR2K,POLR2L,TAF12,TAF15	
PD-1, PD-L1 cancer immunotherapy pathway	8.21E-01	1.03E-01	-3.162	AKT3,B2M,CDKN1B,GSK3B,HLA-DOA,IFNGR2,PIK3C3,PIK3CB,PTEN,TGFB1,TNFRSF1A	
TNFs bind their physiological receptors	8.11E-01	1.38E-01	-1.000	TNFRSF1A,TNFSF13B,TNFSF14,TNFSF4	
Processing of Capped Intronless Pre-mRNA	8.11E-01	1.38E-01	-1.000	FIP1L1,SNRPF,SNRPG,ZNF473	
RHO GTPases activate CIT	8.11E-01	1.58E-01	NaN	CDKN1B,CIT,PPP1CB	
NFE2L2 regulating anti-oxidant/detoxification enzymes	8.11E-01	1.58E-01	NaN	BACH1,GCLM,GSTA1	
TGF-β Signaling	8.07E-01	1.04E-01	0.632	ACVR1,ACVR2A,FOS,JUN,KRAS,RALB,RAP1B,RAP2B,SMAD2,TGFB1	
mRNA Editing	7.96E-01	2E-01	NaN	APOBEC3A,APOBEC3B	
Citrulline Biosynthesis	7.96E-01	2E-01	NaN	ARG1,GLS	
Ketolysis	7.96E-01	2E-01	NaN	ACAA2,HADHA	
Pyrimidine Ribonucleotides Interconversion	7.95E-01	1.25E-01	-1.342	CANT1,CMPK1,CMPK2,ENTPD7,NME2	
UVC-Induced MAPK Signaling	7.93E-01	1.18E-01	-0.816	FOS,JUN,KRAS,RALB,RAP1B,RAP2B	
Amyloid Processing	7.93E-01	1.18E-01	NaN	AKT3,APP,GSK3B,PRKACB,PRKAR1A,PRKAR2B	
Nucleotide catabolism	7.73E-01	1.33E-01	0.000	DPYD,ENTPD7,NT5C3A,NUDT1	
Peroxisomal protein import	7.72E-01	1.11E-01	-1.890	CAT,ECH1,IDH1,UBC,UBE2D1,UBE2D3,ZFAND6	
UVB-Induced MAPK Signaling	7.65E-01	1.15E-01	0.000	FOS,H3-3A/H3-3B,H3C3,JUN,PIK3C3,PIK3CB	
Mechanisms of Viral Exit from Host Cells	7.63E-01	1.22E-01	NaN	CHMP2A,CHMP2B,CHMP4B,LMNB1,SNF8	
Neuroprotective Role of THOP1 in Alzheimer's Disease	7.63E-01	9.84E-02	-2.111	APP,C1R,CTSG,GZMA,GZMB,MMP9,PRKACB,PRKAR1A,PRKAR2B,PRTN3,TPP1,YWHAE	
Valine Degradation I	7.63E-01	1.5E-01	NaN	ABAT,DLD,HADHA	
Complement cascade	7.47E-01	9.63E-02	-2.121	C1QB,C1R,C5AR1,CD59,CFH,ELANE,IGHG1,IGKC,IGKV1-5,IGKV4-1,IGLC2,PROS1,SERPING1	
Erythrocytes take up carbon dioxide and release oxygen	7.29E-01	1.82E-01	NaN	CA2,CYB5R1	
Processing and activation of SUMO	7.29E-01	1.82E-01	NaN	SUMO1,SUMO3	
Pexophagy	7.29E-01	1.82E-01	NaN	MAP1LC3B,UBC	
Ketogenesis	7.29E-01	1.82E-01	NaN	ACAA2,HADHA	
Purine Nucleotides De Novo Biosynthesis II	7.29E-01	1.82E-01	NaN	ADSL,ADSS2	
PXR/RXR Activation	7.24E-01	1.08E-01	1.890	ABCC3,AKT3,ALAS1,GSTA1,PRKACB,PRKAR1A,PRKAR2B	
HEY1 Signaling Pathway	7.23E-01	9.32E-02	0.775	ACVR1,ACVR2A,AKT3,BMP6,CDKN1A,GATA2,MEF2C,MMP8,MMP9,PIK3C3,PIK3CB,PRKAA1,RBPJ,SMAD2,TGFB1	
Signaling by Insulin receptor	7.04E-01	1.16E-01	0.447	IRS1,KRAS,PIK3CB,PTPN1,PTPRF	
Oncostatin M Signaling	7.04E-01	1.16E-01	-0.447	KRAS,RALB,RAP1B,RAP2B,STAT1	
Pyrimidine Ribonucleotides De Novo Biosynthesis	7.04E-01	1.16E-01	-1.342	CANT1,CMPK1,CMPK2,ENTPD7,NME2	
Toll Like Receptor 3 (TLR3) Cascade	7.03E-01	1.25E-01	-2.000	UBC,UBE2D1,UBE2D3,UBE2N	
Degradation of the extracellular matrix	7.01E-01	1.06E-01	-1.890	ADAM10,CTSG,CTSL,ELANE,FN1,MMP8,MMP9	
Iron homeostasis signaling pathway	7E-01	9.42E-02	NaN	BMP6,CIAO2A,CYBRD1,EGF,FBXL5,FTH1,HP,HSPA9,PDGFA,RBX1,SLC40A1,SMAD2,TWSG1	
VDR/RXR Activation	6.95E-01	1.03E-01	0.000	CAMP,CCL5,CDKN1A,CDKN1B,CEBPB,MXD1,NCOA2,PDGFA	
MTF1 activates gene expression	6.95E-01	3.33E-01	NaN	MTF1	
Uracil Degradation II (Reductive)	6.95E-01	3.33E-01	NaN	DPYD	
Methylglyoxal Degradation I	6.95E-01	3.33E-01	NaN	HAGH	
Serine Biosynthesis	6.95E-01	3.33E-01	NaN	UBAC2	
Glutathione Biosynthesis	6.95E-01	3.33E-01	NaN	GCLM	
Ascorbate Recycling (Cytosolic)	6.95E-01	3.33E-01	NaN	GLRX	
Inosine-5'-phosphate Biosynthesis II	6.95E-01	3.33E-01	NaN	ADSL	
Hypusine Biosynthesis	6.95E-01	3.33E-01	NaN	EIF5A	
Thymine Degradation	6.95E-01	3.33E-01	NaN	DPYD	
4-aminobutyrate Degradation I	6.95E-01	3.33E-01	NaN	ABAT	
Human Embryonic Stem Cell Pluripotency	6.87E-01	8.96E-02	0.943	ACVR1,ACVR2A,AKT3,BMP6,FUT4,GSK3B,HSP90AA1,HSP90B1,ID2,KRAS,PDGFA,PIK3C3,PIK3CB,RALB,RAP1B,RAP2B,SMAD2,TGFB1	
Insertion of tail-anchored proteins into the endoplasmic reticulum membrane	6.77E-01	1.36E-01	NaN	APP,SEC61B,SEC61G	
Elastic fibre formation	6.76E-01	1.14E-01	1.342	FN1,ITGB1,ITGB5,LTBP1,TGFB1	
TP53 Regulates Transcription of Cell Death Genes	6.76E-01	1.14E-01	-2.236	BCL6,BID,BIRC5,CASP1,PRELID1	
BER (Base Excision Repair) Pathway	6.76E-01	1.14E-01	0.447	ARL6IP5,FEN1,HMGB1,PCNA,RPA1	
Crosstalk between Dendritic Cells and Natural Killer Cells	6.74E-01	9.89E-02	-1.890	CD226,CSF2RB,ICAM3,LTBR,RELB,TLN1,TLR4,TNFSF10,TYROBP	
Reversible hydration of carbon dioxide	6.7E-01	1.67E-01	NaN	CA13,CA2	
HDR through MMEJ (alt-NHEJ)	6.7E-01	1.67E-01	NaN	FEN1,NBN	
Bladder Cancer Signaling	6.62E-01	9.48E-02	0.000	CDKN1A,EGF,HDAC9,KRAS,MMP8,MMP9,PA2G4,RALB,RAP1B,RAP2B,THBS1	
Arachidonic acid metabolism	6.49E-01	1.11E-01	-1.342	ALOX5AP,CYP1B1,LTA4H,PLA2G4A,PTGR1	
Nonsense-Mediated Decay (NMD)	6.46E-01	9.4E-02	-2.714	CASC3,ETF1,MAGOH,MAGOHB,RPL24,RPL36AL,RPLP0,RPS2,RPS24,RPS6,RPSA	
SUMOylation of SUMOylation proteins	6.39E-01	1.18E-01	-2.000	NUP214,NUP50,SEC13,SUMO1	
Fatty Acid β-oxidation I	6.39E-01	1.18E-01	-1.000	ACAA2,ACSBG1,ACSL1,HADHA	
RAF-independent MAPK1/3 activation	6.39E-01	1.3E-01	NaN	CDK1,DUSP1,DUSP10	
Signaling by NODAL	6.39E-01	1.3E-01	NaN	ACVR2A,DRAP1,SMAD2	
Surfactant metabolism	6.39E-01	1.3E-01	NaN	CKAP4,CSF2RB,TTF1	
Tryptophan Degradation III (Eukaryotic)	6.39E-01	1.3E-01	NaN	ACAA2,CDYL,HADHA	
Apelin Cardiac Fibroblast Signaling Pathway	6.39E-01	1.3E-01	NaN	AKT3,PRKAA1,TGFB1	
Cardiac conduction	6.36E-01	9.23E-02	0.632	ASPH,ATP2A2,ATP2B4,CALM1 (includes others),FKBP1B,ITPR1,ITPR2,KCND3,KCNJ2,ORAI1,SLC8A1,SRI	
Fc Epsilon RI Signaling	6.3E-01	9.32E-02	1.265	AKT3,GRAP2,KRAS,PIK3C3,PIK3CB,PLA2G12A,PLA2G4A,RAC2,RALB,RAP1B,RAP2B	
Xenobiotic Metabolism General Signaling Pathway	6.28E-01	9.09E-02	0.277	AKT3,GSTA1,GSTP1,KRAS,MAP3K5,MGST1,NQO2,PIK3C3,PIK3CB,RALB,RAP1B,RAP2B,RBX1	
Trafficking and processing of endosomal TLR	6.17E-01	1.54E-01	NaN	CTSL,HSP90B1	
Metabolism of folate and pterines	6.17E-01	1.54E-01	NaN	DHFR,MTHFD1	
Glycogen Degradation III	6.17E-01	1.54E-01	NaN	MGAM,PYGB	
Post-translational protein phosphorylation	6.09E-01	9.35E-02	-0.632	ADAM10,APP,CALU,CKAP4,F5,FN1,HSP90B1,LTBP1,SERPINA1,SHISA5	
Other interleukin signaling	6.03E-01	1.25E-01	NaN	CSF3R,PRTN3,STX3	
RAS processing	6.03E-01	1.25E-01	NaN	CALM1 (includes others),KRAS,UBC	
IL-22 Signaling	6.03E-01	1.25E-01	NaN	AKT3,SOCS3,STAT1	
Tumoricidal Function of Hepatic Natural Killer Cells	6.03E-01	1.25E-01	NaN	BID,GZMB,ICAM1	
nNOS Signaling in Neurons	5.99E-01	1.06E-01	0.000	CALM1 (includes others),CHP1,GRINA,NOS1AP,PPP3R1	
Growth Hormone Signaling	5.97E-01	9.86E-02	1.134	FOS,IRS1,PIK3C3,PIK3CB,RPS6KC1,SOCS3,STAT1	
Class B/2 (Secretin family receptors)	5.88E-01	9.38E-02	-0.333	ADM,GNAS,GNB1,GNB2,GNB5,GNG10,GNG11,GNG2,GNG5	
2-ketoglutarate Dehydrogenase Complex	5.86E-01	2.5E-01	NaN	DLD	
Branched-chain α-keto acid Dehydrogenase Complex	5.86E-01	2.5E-01	NaN	DLD	
Heme Biosynthesis from Uroporphyrinogen-III I	5.86E-01	2.5E-01	NaN	CPOX	
Methylmalonyl Pathway	5.86E-01	2.5E-01	NaN	PCCA	
Glutathione Redox Reactions II	5.86E-01	2.5E-01	NaN	GLRX	
D-glucuronate Degradation I	5.86E-01	2.5E-01	NaN	CRYL1	
Proline Biosynthesis I	5.86E-01	2.5E-01	NaN	PYCR2	
Oxidized GTP and dGTP Detoxification	5.86E-01	2.5E-01	NaN	NUDT1	
Molybdenum Cofactor Biosynthesis	5.86E-01	2.5E-01	NaN	MOCS2	
Eukaryotic Translation Initiation	5.71E-01	9.02E-02	-3.317	EIF2S1,EIF2S2,EIF3M,EIF4H,RPL24,RPL36AL,RPLP0,RPS2,RPS24,RPS6,RPSA	
Th1 Pathway	5.71E-01	9.02E-02	-0.905	HLA-DOA,ICAM1,IFNAR1,IFNGR2,IRF1,ITGB2,NFIL3,PIK3C3,PIK3CB,SOCS3,STAT1	
Glutamate and glutamine metabolism	5.7E-01	1.43E-01	NaN	GLS,PYCR2	
Acyl-CoA Hydrolysis	5.7E-01	1.43E-01	NaN	PPT1,THEM5	
Leukotriene Biosynthesis	5.7E-01	1.43E-01	NaN	ALOX5AP,LTA4H	
Signaling by Erythropoietin	5.69E-01	1.2E-01	NaN	CRKL,KRAS,PIK3CB	
Pulmonary Healing Signaling Pathway	5.63E-01	8.54E-02	-2.183	EGF,ELANE,FOXM1,KRAS,MMP8,MMP9,MYD88,NFKBIA,PRKAA1,RALB,RAP1B,RAP2B,RBPJ,TGFB1,THBS1,TLR4,TNFRSF1A	
Primary Immunodeficiency Signaling	5.55E-01	9.84E-02	NaN	IGHA1,IGHA2,IGHG1,IGKC,IGLC2,JCHAIN	
SNARE Signaling Pathway	5.53E-01	8.82E-02	2.309	CALM1 (includes others),DNAJC5,GUCY1A1,GUCY1B1,PRKACB,PRKAR1A,PRKAR2B,RAB11A,RAB27A,RAB6A,SNAP23,VAMP3	
Regulation of Insulin-like Growth Factor (IGF) transport and uptake by IGFBPs	5.44E-01	8.87E-02	-0.905	ADAM10,APP,CALU,CKAP4,CTSG,F5,FN1,HSP90B1,LTBP1,SERPINA1,SHISA5	
Role of NANOG in Mammalian Embryonic Stem Cell Pluripotency	5.44E-01	8.87E-02	0.707	ACVR1,ACVR2A,AKT3,BMP6,GSK3B,KRAS,PIK3C3,PIK3CB,RALB,RAP1B,RAP2B	
trans-Golgi Network Vesicle Budding	5.42E-01	9.46E-02	1.134	AP1M2,APP,BLOC1S6,CHMP2A,FTH1,GNS,SNAP23	
Glycerophospholipid biosynthesis	5.41E-01	9.09E-02	-0.333	CPNE3,HADHA,LPCAT2,MGLL,PLA2G12A,PLA2G4A,PLD1,SLC44A2,STARD7	
DHCR24 Signaling Pathway	5.4E-01	8.76E-02	0.577	AKT3,APP,GSK3B,KRAS,PDGFA,PIK3C3,PIK3CB,RALB,RAP1B,RAP2B,SERPINA1,THRB	
IL-17A Signaling in Gastric Cells	5.38E-01	1.15E-01	NaN	CCL5,FOS,JUN	
Netrin-1 signaling	5.32E-01	1E-01	1.342	ABLIM1,ABLIM3,PAK1,PTK2,TRPC6	
Dermatan Sulfate Biosynthesis (Late Stages)	5.32E-01	1E-01	0.447	CHST11,CHST12,DSE,NDST3,SULT1B1	
CDX Gastrointestinal Cancer Signaling Pathway	5.31E-01	8.42E-02	-1.000	AKT3,BMP6,FOS,GSK3B,IL1B,JUN,NCF2,PIK3C3,PIK3CB,PTEN,RAC2,RELB,TGFB1,TNFSF10,TNFSF13B,TNFSF14,TNFSF4	
Fanconi Anemia Pathway	5.31E-01	1.05E-01	0.000	FANCL,RPA1,RPA3,UBC	
Cell Cycle Regulation by BTG Family Proteins	5.31E-01	1.05E-01	NaN	BTG2,CNOT7,PPM1L,PPP2R5C	
Metabolism of nitric oxide: NOS3 activation and regulation	5.28E-01	1.33E-01	NaN	CALM1 (includes others),HSP90AA1	
Synthesis of Prostaglandins (PG) and Thromboxanes (TX)	5.28E-01	1.33E-01	NaN	HPGD,PTGS1	
Fatty Acid Activation	5.28E-01	1.33E-01	NaN	ACSBG1,ACSL1	
Dermatan Sulfate Biosynthesis	5.17E-01	9.52E-02	0.000	CHST11,CHST12,CHSY1,DSE,NDST3,SULT1B1	
Transcriptional regulation by RUNX2	5.11E-01	9.8E-02	0.447	AKT3,CDK1,CDKN1A,LGALS3,RUNX1	
Fatty acyl-CoA biosynthesis	5.08E-01	1.11E-01	NaN	ACSBG1,ACSL1,HACD4	
Cardiomyocyte Differentiation via BMP Receptors	5.08E-01	1.11E-01	NaN	ACVR1,ACVR2A,MEF2C	
tRNA Charging	5.07E-01	1.03E-01	-1.000	GARS1,KARS1,TARS1,TARS3	
Inhibition of Matrix Metalloproteases	5.07E-01	1.03E-01	0.000	ADAM10,MMP8,MMP9,TIMP2	
Transmission across Electrical Synapses	5.04E-01	2E-01	NaN	PANX1	
Formation of xylulose-5-phosphate	5.04E-01	2E-01	NaN	CRYL1	
Intestinal absorption	5.04E-01	2E-01	NaN	SLC2A5	
Proline Biosynthesis II (from Arginine)	5.04E-01	2E-01	NaN	PYCR2	
Protein Citrullination	5.04E-01	2E-01	NaN	PADI2	
Creatine-phosphate Biosynthesis	5.04E-01	2E-01	NaN	MAP4K4	
Superpathway of Serine and Glycine Biosynthesis I	5.04E-01	2E-01	NaN	UBAC2	
Tetrahydrofolate Salvage from 5,10-methenyltetrahydrofolate	5.04E-01	2E-01	NaN	MTHFD1	
Myo-inositol Biosynthesis	5.04E-01	2E-01	NaN	IMPA2	
Arginine Degradation I (Arginase Pathway)	5.04E-01	2E-01	NaN	ARG1	
Trans, trans-farnesyl Diphosphate Biosynthesis	5.04E-01	2E-01	NaN	IDI1	
Tyrosine Degradation I	5.04E-01	2E-01	NaN	HGD	
Glutamate Degradation III (via 4-aminobutyrate)	5.04E-01	2E-01	NaN	ABAT	
Folate Polyglutamylation	5.04E-01	2E-01	NaN	MTHFD1	
Acetate Conversion to Acetyl-CoA	5.04E-01	2E-01	NaN	ACSL1	
Superpathway of Citrulline Metabolism	4.89E-01	1.25E-01	NaN	ARG1,GLS	
D-myo-inositol (1,4,5)-trisphosphate Degradation	4.89E-01	1.25E-01	NaN	IMPA2,INPP5A	
Signaling by ALK	4.81E-01	1.07E-01	NaN	IRS1,PIK3CB,PRDM1	
Chondroitin Sulfate Biosynthesis (Late Stages)	4.71E-01	9.43E-02	-0.447	CHST11,CHST12,CHSY1,NDST3,SULT1B1	
Regulation of the Epithelial-Mesenchymal Transition Pathway	4.71E-01	8.21E-02	NaN	AKT3,EGF,EGR1,GSK3B,ID2,KRAS,MMP9,PIK3C3,PIK3CB,RALB,RAP1B,RAP2B,RBPJ,RELB,SMAD2,TGFB1	
Mouse Embryonic Stem Cell Pluripotency	4.7E-01	8.65E-02	0.333	AKT3,GSK3B,ID2,KRAS,PIK3C3,PIK3CB,RALB,RAP1B,RAP2B	
WNT/Ca+ pathway	4.64E-01	9.09E-02	1.342	CREB5,GSK3B,NFAT5,PLCB4,PLCH1,RELB	
Gamma carboxylation, hypusine formation and arylsulfatase activation	4.62E-01	9.76E-02	0.000	DPH3,EIF5A,PROS1,TPST1	
RNA Polymerase III Transcription	4.62E-01	9.76E-02	-2.000	GTF3A,POLR2K,POLR2L,SNAPC5	
mRNA Capping	4.55E-01	1.03E-01	NaN	POLR2J,POLR2K,POLR2L	
Superpathway of Cholesterol Biosynthesis	4.55E-01	1.03E-01	NaN	ACAA2,HADHA,IDI1	
Transcriptional regulation of pluripotent stem cells	4.54E-01	1.18E-01	NaN	PBX1,SMAD2	
Glucose metabolism	4.46E-01	8.75E-02	-1.134	HK2,NUP214,NUP50,PFKFB3,PRKACB,SEC13,SLC37A1	
Formation of WDR5-containing histone-modifying complexes	4.41E-01	9.52E-02	2.000	KANSL3,KMT2C,TADA2A,YEATS2	
Intrinsic Prothrombin Activation Pathway	4.41E-01	9.52E-02	-1.000	F13A1,F5,FGB,PROS1	
Pyruvate Fermentation to Lactate	4.4E-01	1.67E-01	NaN	LDHA	
Chondroitin and Dermatan Biosynthesis	4.4E-01	1.67E-01	NaN	CHSY1	
Pentose Phosphate Pathway (Non-oxidative Branch)	4.4E-01	1.67E-01	NaN	TKT	
Glycerol Degradation I	4.4E-01	1.67E-01	NaN	GPD2	
Glycine Cleavage Complex	4.4E-01	1.67E-01	NaN	DLD	
NAD Biosynthesis III	4.4E-01	1.67E-01	NaN	NAMPT	
Deadenylation-dependent mRNA decay	4.35E-01	9.09E-02	-1.342	CNOT7,LSM3,LSM6,PAIP1,PAN3	
ERBB4 Signaling	4.32E-01	8.82E-02	0.816	KRAS,PIK3C3,PIK3CB,RALB,RAP1B,RAP2B	
Eukaryotic Translation Termination	4.31E-01	8.51E-02	-2.828	ETF1,RPL24,RPL36AL,RPLP0,RPS2,RPS24,RPS6,RPSA	
Mitophagy	4.3E-01	1E-01	NaN	MAP1LC3B,UBC,VDAC1	
Regulation of TP53 Activity through Acetylation	4.3E-01	1E-01	NaN	AKT3,BRD7,PIP4K2A	
FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes	4.3E-01	1E-01	NaN	CAT,RETN,SMAD2	
Role of p14/p19ARF in Tumor Suppression	4.3E-01	1E-01	NaN	PIK3C3,PIK3CB,TTF1	
Differential Regulation of Cytokine Production in Macrophages and T Helper Cells by IL-17A and IL-17F	4.22E-01	1.11E-01	NaN	CCL5,IL1B	
PI3K Cascade	4.03E-01	9.09E-02	1.000	GAB2,IRS1,PIK3C3,PIK3CB	
Role of Osteoblasts in Rheumatoid Arthritis Signaling Pathway	3.93E-01	7.79E-02	-2.183	ACVR1,ACVR2A,AKT3,ALPL,CTSG,CTSL,GSK3B,IL1B,MMP8,MMP9,PIK3C3,PIK3CB,STAT1,STAT6,TGFB1,TNFSF10,TNFSF13B,TNFSF14,TNFSF4	
GABA synthesis, release, reuptake and degradation	3.93E-01	1.05E-01	NaN	ABAT,DNAJC5	
γ-linolenate Biosynthesis II (Animals)	3.93E-01	1.05E-01	NaN	ACSBG1,ACSL1	
Mitochondrial L-carnitine Shuttle Pathway	3.93E-01	1.05E-01	NaN	ACSBG1,ACSL1	
Erythrocytes take up oxygen and release carbon dioxide	3.88E-01	1.43E-01	NaN	CA2	
Pentose phosphate pathway	3.88E-01	1.43E-01	NaN	TKT	
STAT5 Activation	3.88E-01	1.43E-01	NaN	GAB2	
Trehalose Degradation II (Trehalase)	3.88E-01	1.43E-01	NaN	HK2	
Urea Cycle	3.88E-01	1.43E-01	NaN	ARG1	
Thioredoxin Pathway	3.88E-01	1.43E-01	NaN	TXN	
Acetyl-CoA Biosynthesis I (Pyruvate Dehydrogenase Complex)	3.88E-01	1.43E-01	NaN	DLD	
Glycogen Biosynthesis II (from UDP-D-Glucose)	3.88E-01	1.43E-01	NaN	GYG1	
MSP-RON Signaling Pathway	3.86E-01	8.62E-02	NaN	CSF2RB,ITGB2,PIK3C3,PIK3CB,TLR4	
Metabolism of water-soluble vitamins and cofactors	3.71E-01	8.47E-02	-1.342	MMADHC,MOCS2,PCCA,TCN1,VNN2	
Interleukin-2 family signaling	3.68E-01	8.7E-02	-1.000	CSF2RB,GAB2,PIK3CB,STAT1	
Role of RIG1-like Receptors in Antiviral Innate Immunity	3.68E-01	8.7E-02	NaN	IFIH1,NFKBIA,NFKBIB,RELB	
Receptor-type tyrosine-protein phosphatases	3.66E-01	1E-01	NaN	PTPRF,PTPRS	
FGF Signaling	3.66E-01	8.14E-02	1.890	AKT3,CREB5,CRKL,ITPR1,MAP3K5,PIK3C3,PIK3CB	
MAPK targets/ Nuclear events mediated by MAP kinases	3.65E-01	9.09E-02	NaN	FOS,JUN,MEF2C	
Class A/1 (Rhodopsin-like receptors)	3.57E-01	7.57E-02	0.000	ADRA2A,ANXA1,APP,AVPR1A,C5AR1,CCL5,CCR1,CXCL5,CXCR1,CXCR2,F2R,FFAR2,FPR1,FPR2,HRH2,LPAR5,LPAR6,OXTR,P2RY1,P2RY12,P2RY13,PF4,PPBP,PTGER2	
Role of IL-17F in Allergic Inflammatory Airway Diseases	3.51E-01	8.51E-02	NaN	CREB5,CXCL5,IL1B,RELB	
Oncogene Induced Senescence	3.46E-01	8.82E-02	NaN	AGO4,CDK6,UBC	
TRAIL signaling	3.45E-01	1.25E-01	NaN	TNFSF10	
NFE2L2 regulates pentose phosphate pathway genes	3.45E-01	1.25E-01	NaN	TKT	
Histidine Degradation III	3.45E-01	1.25E-01	NaN	MTHFD1	
Inositol Pyrophosphates Biosynthesis	3.45E-01	1.25E-01	NaN	IPMK	
Superoxide Radicals Degradation	3.45E-01	1.25E-01	NaN	CAT	
Sphingomyelin Metabolism	3.45E-01	1.25E-01	NaN	SGMS1	
Chondroitin Sulfate Biosynthesis	3.42E-01	8.2E-02	-0.447	CHST11,CHST12,CHSY1,NDST3,SULT1B1	
Interleukin-7 signaling	3.42E-01	9.52E-02	NaN	IL7,IRS1	
Nucleotide salvage	3.42E-01	9.52E-02	NaN	CDA,UPP1	
nNOS Signaling in Skeletal Muscle Cells	3.36E-01	8.33E-02	NaN	CALM1 (includes others),ITPR1,ITPR2,SNTB1	
Amyotrophic Lateral Sclerosis Signaling	3.33E-01	7.76E-02	0.000	AKT3,BID,CASP1,CAT,GRINA,NAIP,PAK1,PIK3C3,PIK3CB	
GPVI-mediated activation cascade	3.28E-01	8.57E-02	NaN	PIK3CB,RAC2,RHOG	
Transcriptional Regulation by NPAS4	3.28E-01	8.57E-02	NaN	AGO4,FOS,NAMPT	
Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors	3.11E-01	8.33E-02	NaN	CDKN1A,MYBL2,SUMO1	
Urea cycle	3.09E-01	1.11E-01	NaN	ARG1	
Lysine catabolism	3.09E-01	1.11E-01	NaN	DLD	
OAS antiviral response	3.09E-01	1.11E-01	NaN	OAS3	
Interleukin-9 signaling	3.09E-01	1.11E-01	NaN	STAT1	
Folate Transformations I	3.09E-01	1.11E-01	NaN	MTHFD1	
RNA Polymerase I Transcription	3.07E-01	8E-02	-1.000	ERCC6,POLR2K,POLR2L,TTF1	
NR1H2 and NR1H3-mediated signaling	3.07E-01	8E-02	1.000	ABCA1,AGO4,NRIP1,TBL1XR1	
Formation of paraxial mesoderm	2.98E-01	8.7E-02	NaN	MAML3,RBPJ	
Role of Lipids/Lipid Rafts in the Pathogenesis of Influenza	2.98E-01	8.7E-02	NaN	IFNAR1,RSAD2	
Differential Regulation of Cytokine Production in Intestinal Epithelial Cells by IL-17A and IL-17F	2.98E-01	8.7E-02	NaN	CCL5,IL1B	
Selenoamino acid metabolism	2.88E-01	7.48E-02	-2.121	RPL24,RPL36AL,RPLP0,RPS2,RPS24,RPS6,RPSA,SECISBP2	
Glutathione-mediated Detoxification	2.79E-01	7.89E-02	NaN	GSTA1,GSTP1,MGST1	
Sulfur amino acid metabolism	2.78E-01	8.33E-02	NaN	SQOR,TXN2	
Interleukin-6 family signaling	2.78E-01	8.33E-02	NaN	SOCS3,STAT1	
The Visual Cycle	2.78E-01	8.33E-02	NaN	DHRS3,RDH11	
Neurotransmitter clearance	2.77E-01	1E-01	NaN	SLC6A4	
POU5F1 (OCT4), SOX2, NANOG repress genes related to differentiation	2.77E-01	1E-01	NaN	TSC22D1	
Caspase activation via Dependence Receptors in the absence of ligand	2.77E-01	1E-01	NaN	APPL1	
RUNX1 and FOXP3 control the development of regulatory T lymphocytes (Tregs)	2.77E-01	1E-01	NaN	RUNX1	
RHOBTB3 ATPase cycle	2.77E-01	1E-01	NaN	PLIN3	
Prostanoid Biosynthesis	2.77E-01	1E-01	NaN	PTGS1	
Eukaryotic Translation Elongation	2.7E-01	7.37E-02	-2.646	RPL24,RPL36AL,RPLP0,RPS2,RPS24,RPS6,RPSA	
Collagen biosynthesis and modifying enzymes	2.69E-01	7.46E-02	-0.447	COL17A1,COL24A1,P4HA2,PLOD2,PPIB	
Insulin processing	2.6E-01	8E-02	NaN	ERO1B,RAB27A	
Incretin synthesis, secretion, and inactivation	2.6E-01	8E-02	NaN	GNB1,SEC11C	
Ethanol Degradation IV	2.6E-01	8E-02	NaN	ACSL1,CAT	
RHO GTPases activate KTN1	2.5E-01	9.09E-02	NaN	RHOG	
Phenylalanine and tyrosine metabolism	2.5E-01	9.09E-02	NaN	HGD	
Alpha-protein kinase 1 signaling pathway	2.5E-01	9.09E-02	NaN	UBC	
Pentose Phosphate Pathway	2.5E-01	9.09E-02	NaN	TKT	
Glycogen Degradation II	2.5E-01	9.09E-02	NaN	PYGB	
GDP-glucose Biosynthesis	2.5E-01	9.09E-02	NaN	HK2	
Fertilization	2.44E-01	7.69E-02	NaN	CATSPERB,CD9	
Miscellaneous transport and binding events	2.44E-01	7.69E-02	NaN	LRRC8B,LRRC8D	
Interleukin-20 family signaling	2.44E-01	7.69E-02	NaN	SOCS3,STAT1	
RET signaling	2.38E-01	7.32E-02	NaN	GAB2,PIK3CB,PRKACB	
ATF4 activates genes in response to endoplasmic reticulum stress	2.28E-01	7.41E-02	NaN	CEBPB,DDIT3	
Gluconeogenesis I	2.28E-01	7.41E-02	NaN	ENO2,ME1	
Apelin Liver Signaling Pathway	2.28E-01	7.41E-02	NaN	GSK3B,IRS1	
Vitamin D (calciferol) metabolism	2.26E-01	8.33E-02	NaN	LDLRAP1	
